"KOD03_097"	"AD06_048"	"WC05_048"	"HS04_048"	"PS12_009"	"GS13_017"	"PWS12_133"	"UP03_048"
"X446"	40	31	33	40	40	12	24	41
"X4460"	41	31	32	40	41	12	24	42
"X4462"	41	31	31	40	38	11	24	40
"X4463"	36	28	28	38	36	11	24	37
"X4466"	39	28	26	35	39	11	22	39
"X4468"	39	28	31	37	38	11	24	38
"X4472"	40	29	33	40	39	12	23	40
"X4474"	40	31	33	40	41	12	24	42
"X4478"	36	27	29	33	36	11	23	36
"X4480"	41	31	33	40	41	12	24	42
"X4481"	41	31	33	40	41	12	24	42
"X4483"	39	30	33	37	40	12	23	41
"X4485"	40	31	32	40	39	12	24	40
"X4487"	40	31	33	40	40	12	23	42
"X4489"	41	30	33	40	41	12	24	41
"X4490"	37	31	33	40	41	11	24	42
"X4495"	41	31	33	40	41	12	24	41
"X4496"	39	27	29	35	36	12	23	38
"X4499"	39	31	32	39	40	12	24	40
"X4502"	38	30	33	40	37	11	24	40
"X4504"	41	31	33	40	40	12	24	42
"X4505"	39	29	31	37	38	11	24	40
"X4508"	36	27	30	37	39	11	24	38
"X4509"	40	31	32	38	40	12	24	42
"X451"	37	30	31	39	39	12	24	40
"X4511"	39	29	32	39	39	12	24	42
"X4519"	41	31	33	40	41	12	24	42
"X452"	39	31	32	40	37	12	22	42
"X4523"	36	30	31	37	36	12	24	39
"X4525"	40	30	33	40	40	12	24	42
"X4528"	37	28	28	37	39	11	24	38
"X453"	36	29	31	40	37	11	24	35
"X4531"	41	31	33	40	41	12	24	42
"X4532"	33	28	29	38	41	12	23	38
"X4534"	41	30	33	39	41	12	24	42
"X4536"	36	29	26	39	38	11	23	39
"X4537"	41	30	32	38	41	12	23	41
"X4540"	38	30	29	35	38	11	24	37
"X4543"	41	30	33	40	40	12	24	42
"X4547"	40	31	32	39	41	12	24	39
"X4549"	39	31	31	39	40	12	24	39
"X4551"	38	29	29	39	38	12	23	39
"X4552"	39	30	33	40	37	12	24	42
"X4553"	37	31	31	38	40	11	23	37
"X4557"	38	29	33	39	38	12	24	40
"X4558"	39	28	31	37	40	11	24	39
"X4559"	40	31	32	38	39	11	24	42
"X456"	39	29	33	39	39	12	24	40
"X4560"	41	31	33	40	41	12	24	42
"X4563"	36	28	27	37	36	11	23	36
"X4575"	39	31	33	39	41	12	24	39
"X4577"	41	31	33	39	41	12	24	42
"X4578"	36	28	31	36	39	11	24	39
"X4580"	40	29	32	40	40	12	24	40
"X4584"	34	28	29	34	38	12	24	38
"X4592"	34	27	29	38	33	11	24	38
"X4594"	40	30	29	39	40	12	24	39
"X4596"	41	31	31	40	40	12	24	41
"X4598"	38	28	31	37	40	11	24	39
"X4599"	40	31	32	40	40	12	24	40
"X46"	40	31	33	40	40	12	24	41
"X4609"	39	31	31	39	40	12	24	37
"X4610"	41	30	32	38	40	11	24	42
"X4611"	38	29	32	37	41	12	23	38
"X4612"	38	28	30	38	39	12	24	38
"X4622"	41	31	33	39	41	12	24	42
"X4624"	37	26	29	37	38	12	24	36
"X4625"	39	31	33	39	41	11	24	38
"X4627"	39	31	30	38	36	12	22	41
"X4628"	39	28	31	37	38	11	24	39
"X4634"	38	29	32	40	35	11	24	36
"X464"	41	31	32	39	41	12	24	42
"X4645"	41	31	32	37	40	12	24	41
"X4647"	39	31	33	39	41	12	24	40
"X465"	41	30	32	36	39	12	23	40
"X4663"	34	30	29	37	36	11	24	37
"X4666"	38	28	26	37	39	11	22	36
"X4667"	41	31	33	39	41	12	24	42
"X4668"	37	25	30	35	37	11	24	35
"X4669"	41	31	33	40	41	12	24	42
"X4670"	35	29	29	36	39	11	23	36
"X4673"	41	31	33	40	41	12	24	42
"X4674"	41	31	33	40	41	12	24	40
"X4677"	39	31	31	37	40	12	24	42
"X4681"	41	31	33	39	41	12	24	42
"X4683"	38	26	30	37	35	11	21	37
"X4684"	41	31	33	40	41	12	24	42
"X4686"	38	28	31	38	39	11	24	38
"X4688"	34	25	28	34	35	10	24	36
"X469"	38	28	32	40	39	11	22	40
"X4692"	41	30	33	39	40	12	23	41
"X4694"	40	30	33	39	40	11	24	40
"X4695"	41	31	32	39	37	12	24	40
"X4696"	41	31	31	40	41	12	24	42
"X4699"	41	31	33	40	39	12	24	41
"X470"	38	30	31	37	40	12	24	39
"X4703"	37	28	30	39	40	12	23	36
"X4704"	41	29	32	40	41	12	24	41
"X4705"	39	29	32	38	38	12	24	40
"X4707"	37	29	32	40	38	12	23	41
"X4710"	41	31	32	40	41	12	23	42
"X4711"	40	26	33	36	39	12	24	40
"X472"	41	31	33	40	41	12	24	42
"X4721"	40	30	32	40	41	12	24	42
"X4724"	35	26	29	37	37	12	24	36
"X4725"	41	31	33	40	39	12	24	42
"X4726"	40	29	31	37	40	11	24	42
"X4727"	34	25	26	35	31	10	21	34
"X4732"	40	30	32	39	40	12	24	41
"X4733"	39	31	32	37	38	12	24	40
"X4738"	38	27	29	36	38	11	24	36
"X475"	41	31	33	40	41	12	24	42
"X4752"	40	30	31	37	37	11	23	40
"X4754"	34	31	31	33	36	11	22	38
"X4757"	40	30	32	40	41	12	24	40
"X4761"	39	28	30	38	40	11	24	41
"X4763"	35	29	27	36	33	11	24	37
"X4764"	41	31	33	40	40	12	24	42
"X477"	41	31	33	40	41	12	24	42
"X4770"	41	31	33	40	40	12	24	42
"X4771"	40	31	33	40	38	12	24	41
"X4773"	41	31	33	39	41	11	24	41
"X4775"	36	30	31	36	40	12	23	39
"X4776"	38	30	33	38	39	12	24	40
"X4778"	36	28	31	36	39	11	24	39
"X478"	36	28	31	36	39	11	24	38
"X4780"	41	31	33	40	40	12	24	42
"X4782"	41	31	33	39	40	12	24	42
"X4783"	41	31	33	40	41	12	24	41
"X4784"	41	31	33	40	41	12	24	42
"X4787"	39	30	33	38	40	12	24	41
"X4789"	38	28	32	37	38	12	24	39
"X4790"	37	31	32	40	41	12	24	40
"X4796"	41	31	32	40	41	12	24	42
"X4798"	37	27	28	36	37	11	23	36
"X4802"	35	28	28	38	38	10	23	39
"X4807"	41	31	33	40	41	12	24	42
"X4808"	38	26	29	35	38	11	24	37
"X4815"	41	31	32	39	41	12	22	42
"X4818"	35	28	30	36	38	11	24	36
"X4819"	40	31	33	39	41	12	24	41
"X482"	40	31	33	40	41	12	24	42
"X4820"	41	31	33	39	41	12	24	42
"X4821"	39	30	33	40	41	12	24	42
"X4823"	36	31	31	37	36	12	24	39
"X4826"	39	31	30	37	40	12	24	42
"X4831"	41	31	33	39	41	12	24	42
"X4836"	37	29	32	35	37	12	24	38
"X4840"	40	31	32	40	41	12	24	39
"X4844"	40	31	33	38	41	12	24	41
"X4846"	39	29	32	39	40	12	24	39
"X4850"	38	29	31	38	37	12	24	39
"X4851"	38	29	31	39	39	12	24	40
"X4855"	41	31	33	40	41	12	24	42
"X4858"	37	28	30	36	40	11	24	38
"X4859"	41	29	33	39	41	12	24	41
"X4860"	41	31	33	40	41	12	24	41
"X4861"	38	29	29	37	38	12	24	37
"X4863"	33	29	28	36	38	11	23	37
"X4864"	36	30	30	38	38	12	24	37
"X4866"	38	28	27	36	38	11	24	39
"X4867"	40	27	31	39	37	12	23	41
"X4868"	38	28	29	36	37	11	24	37
"X487"	40	31	33	40	41	12	23	42
"X4874"	41	31	33	40	41	12	24	42
"X4881"	40	31	33	39	40	12	24	42
"X4883"	41	31	32	40	41	12	24	42
"X4887"	36	30	31	38	37	11	21	38
"X4888"	39	28	31	37	40	11	24	39
"X4890"	37	27	29	34	39	12	24	37
"X4895"	37	28	31	36	41	11	23	39
"X4898"	37	27	31	36	40	11	24	39
"X4900"	41	31	33	40	41	12	24	42
"X4901"	38	31	33	39	37	11	24	40
"X4904"	41	31	33	39	41	12	24	41
"X4905"	41	31	32	40	39	12	24	41
"X4906"	41	31	33	40	41	12	23	42
"X4912"	37	30	33	39	40	12	24	38
"X4915"	41	31	32	39	41	12	22	42
"X4916"	40	31	33	40	41	12	24	42
"X4918"	38	28	30	36	38	11	24	39
"X492"	38	30	33	39	40	12	23	40
"X4927"	40	31	33	40	41	12	24	41
"X4928"	37	27	28	36	37	11	24	37
"X493"	35	29	32	35	38	12	23	38
"X494"	41	31	32	40	40	12	24	42
"X4943"	41	31	33	40	41	12	24	42
"X4953"	35	31	32	37	39	11	24	41
"X4954"	41	31	33	40	41	12	24	42
"X496"	39	28	29	35	37	12	23	38
"X4967"	41	30	33	39	41	12	24	42
"X4974"	33	29	29	37	37	11	24	35
"X4976"	41	31	33	40	41	12	24	42
"X4979"	41	31	31	38	40	12	24	42
"X4982"	41	31	31	39	41	12	24	42
"X4984"	40	31	33	40	41	12	24	42
"X4985"	41	31	33	40	41	12	24	42
"X4986"	35	24	27	37	38	10	23	35
"X4988"	35	26	29	35	37	11	21	34
"X4989"	34	27	32	38	39	11	21	36
"X4992"	41	29	33	40	40	11	24	42
"X4996"	40	29	32	38	39	11	22	39
"X4997"	35	30	32	39	36	11	24	41
"X5003"	38	30	31	37	38	11	22	36
"X5004"	39	30	31	36	39	11	24	38
"X5005"	40	31	32	38	41	12	24	42
"X5006"	39	30	31	34	36	10	24	37
"X5009"	41	31	33	40	41	12	24	42
"X5012"	40	31	33	37	41	12	24	39
"X5013"	41	31	33	40	41	12	24	42
"X5016"	35	26	30	38	39	11	24	40
"X5017"	40	31	32	38	40	12	24	41
"X5018"	38	28	31	37	39	11	24	39
"X5020"	41	31	33	40	41	12	24	42
"X5027"	41	31	33	40	41	12	24	42
"X5028"	39	27	30	37	40	11	23	38
"X5029"	40	31	33	40	41	12	24	42
"X503"	41	31	33	40	41	12	24	42
"X5030"	38	31	33	39	41	11	24	42
"X5031"	35	29	29	37	38	11	24	37
"X5032"	35	31	32	39	38	11	24	42
"X5033"	41	31	33	40	41	12	24	42
"X5034"	41	31	33	40	41	12	24	42
"X5040"	40	31	33	40	41	12	24	40
"X5041"	41	30	33	40	41	12	24	42
"X5051"	38	30	31	39	39	12	24	40
"X5052"	36	27	29	35	38	11	21	37
"X5058"	39	28	31	37	40	11	24	39
"X5059"	39	29	28	40	40	12	24	40
"X5060"	40	31	32	40	40	12	24	41
"X5064"	41	31	33	39	41	12	24	42
"X5065"	41	31	33	40	41	12	24	42
"X5066"	38	28	27	35	35	11	24	37
"X507"	41	31	33	40	41	12	24	41
"X5076"	39	30	32	40	40	12	24	40
"X5077"	40	31	32	38	40	12	24	41
"X5080"	41	31	32	40	41	12	24	41
"X5084"	37	26	28	39	36	10	23	40
"X5085"	40	31	33	40	41	12	24	42
"X5089"	41	30	33	40	41	12	24	42
"X509"	40	31	32	39	40	12	24	42
"X5093"	36	28	30	35	39	12	23	38
"X5094"	41	31	33	40	41	12	24	42
"X5097"	40	30	33	40	41	12	24	42
"X51"	38	30	31	39	39	12	24	40
"X5100"	41	31	33	40	41	12	24	40
"X5101"	33	27	29	39	37	11	24	41
"X5103"	41	31	33	40	41	12	24	42
"X5106"	41	29	31	40	41	12	24	42
"X5111"	39	29	30	38	38	11	24	39
"X5114"	39	27	32	37	40	12	22	34
"X5120"	39	30	31	40	40	12	24	42
"X5121"	32	23	27	34	37	11	23	33
"X5125"	38	29	31	37	38	12	24	39
"X5127"	39	30	29	36	40	12	23	40
"X5137"	38	27	29	34	36	11	23	40
"X5138"	34	26	28	35	38	10	23	35
"X514"	40	30	33	40	41	12	24	42
"X5143"	37	29	31	35	40	11	23	39
"X5146"	39	31	33	39	40	12	24	41
"X5148"	38	28	28	35	37	11	24	38
"X5149"	41	31	33	40	41	12	24	41
"X5152"	33	29	27	36	35	10	22	38
"X5157"	40	28	30	40	39	11	23	39
"X516"	40	31	33	40	41	12	24	41
"X5160"	38	30	29	39	41	11	23	40
"X5161"	40	30	26	38	38	12	23	40
"X5163"	36	30	29	38	39	12	23	39
"X5168"	35	26	28	35	38	11	24	39
"X5170"	39	31	33	40	40	12	24	41
"X5175"	37	28	30	36	37	10	24	42
"X5178"	35	28	31	34	38	11	24	36
"X5183"	36	29	27	35	37	11	22	36
"X5188"	39	28	31	37	40	11	24	39
"X5191"	39	29	29	40	40	11	24	42
"X5194"	38	31	30	40	40	12	23	42
"X5197"	38	31	29	40	37	12	24	40
"X5198"	37	27	31	37	36	11	24	38
"X5201"	39	30	32	39	37	12	24	41
"X5203"	33	30	30	34	34	12	23	38
"X5206"	40	29	33	38	40	12	24	40
"X5208"	39	28	31	37	40	11	24	38
"X5212"	41	30	33	39	41	12	24	42
"X5213"	39	29	28	38	39	12	22	38
"X5214"	41	31	32	40	40	12	24	41
"X5217"	38	31	30	37	40	12	24	40
"X5218"	39	28	31	37	39	11	24	39
"X5225"	41	31	32	39	40	12	23	40
"X5226"	41	31	33	40	41	12	24	42
"X5233"	41	31	33	40	41	12	24	42
"X5236"	37	29	32	39	39	12	24	39
"X5237"	41	31	33	38	41	12	23	41
"X5238"	38	28	29	36	39	11	24	39
"X5242"	38	27	29	37	40	11	24	41
"X5245"	37	29	32	38	39	12	24	39
"X5247"	39	30	29	33	36	11	24	35
"X525"	40	30	33	40	41	12	24	42
"X5250"	40	29	31	38	40	12	24	40
"X5253"	39	31	33	39	39	12	24	42
"X5254"	35	31	31	35	37	11	24	41
"X5256"	34	25	31	35	38	12	21	34
"X5262"	41	31	33	40	41	12	24	41
"X5264"	38	29	33	39	41	12	24	42
"X527"	39	31	33	40	40	12	24	42
"X5273"	41	31	33	40	41	12	24	42
"X5277"	38	30	32	38	41	12	24	40
"X5281"	41	31	33	40	41	12	24	42
"X5283"	40	31	32	40	41	12	24	42
"X5289"	41	28	33	40	41	12	21	42
"X5291"	38	30	30	40	41	11	24	41
"X5292"	40	30	31	37	41	12	24	42
"X5293"	35	29	32	35	39	12	23	37
"X5294"	40	31	32	39	40	12	24	42
"X5296"	39	31	32	39	39	12	23	40
"X5299"	41	31	33	40	41	12	24	41
"X5304"	36	29	32	39	38	12	24	39
"X5306"	40	31	31	39	41	12	24	42
"X5314"	41	29	30	38	40	11	24	42
"X5315"	41	31	32	39	40	12	22	42
"X5316"	39	30	32	40	41	11	23	42
"X5319"	40	30	32	39	39	12	24	41
"X5325"	41	31	33	39	41	12	24	42
"X5329"	36	28	32	38	38	11	23	37
"X5331"	39	29	32	38	36	11	24	38
"X534"	41	31	33	39	41	12	24	42
"X5341"	34	26	31	35	35	10	22	36
"X5345"	41	31	33	39	40	12	24	42
"X5349"	41	30	32	40	40	12	24	41
"X5352"	40	29	31	39	36	12	24	39
"X5353"	40	31	33	40	39	12	24	39
"X5354"	40	29	31	40	39	12	24	39
"X5355"	41	31	33	39	39	12	24	42
"X5365"	41	30	33	40	40	12	24	41
"X5373"	39	31	33	40	40	12	24	42
"X538"	37	28	29	35	39	11	24	39
"X5381"	41	31	33	40	41	12	24	42
"X5384"	41	31	33	40	41	12	24	42
"X5387"	36	29	28	37	38	10	23	36
"X5390"	36	29	31	38	39	11	24	38
"X5391"	40	30	33	40	41	12	24	42
"X5392"	40	30	33	38	41	12	24	41
"X5393"	33	29	31	35	36	11	23	35
"X5394"	41	30	33	40	41	12	24	40
"X5395"	41	31	33	40	41	12	24	42
"X5397"	37	23	29	38	35	11	24	38
"X5398"	39	27	28	36	37	11	22	36
"X5399"	41	30	33	39	41	11	23	42
"X540"	38	31	30	35	38	11	24	37
"X5401"	41	31	33	40	41	12	24	42
"X5407"	40	29	31	40	39	12	24	40
"X5410"	40	30	33	39	40	11	24	40
"X5412"	35	28	30	38	37	11	23	39
"X5413"	40	30	28	39	38	11	23	38
"X5417"	37	27	29	33	35	10	23	36
"X5423"	36	31	30	36	36	12	24	39
"X5425"	41	30	33	40	40	12	24	42
"X5426"	41	31	33	37	40	12	24	41
"X5428"	39	27	31	36	39	11	24	39
"X5433"	36	31	33	40	40	12	24	39
"X5436"	37	29	32	39	39	12	24	38
"X5438"	35	28	26	32	33	11	22	37
"X5439"	40	31	33	40	41	12	24	41
"X544"	41	31	33	40	39	12	24	39
"X5440"	40	31	33	40	41	12	24	40
"X5446"	40	30	32	39	40	12	24	41
"X5452"	36	28	29	39	35	11	22	40
"X5454"	41	31	33	40	41	12	24	42
"X5455"	41	31	32	39	39	12	24	42
"X5458"	39	27	31	37	39	11	24	39
"X546"	35	30	33	36	37	12	22	37
"X5464"	41	30	32	39	40	12	24	42
"X5466"	38	28	27	37	39	11	24	38
"X5469"	35	28	32	39	37	11	22	40
"X5475"	39	29	29	40	38	12	24	39
"X5476"	41	31	33	40	41	12	24	42
"X548"	36	28	31	35	35	11	23	37
"X549"	41	31	33	40	41	12	24	42
"X5490"	41	31	32	40	41	12	24	42
"X5492"	38	30	33	39	40	12	23	38
"X5503"	35	29	33	37	39	11	22	39
"X5508"	39	28	31	37	40	11	24	39
"X551"	38	29	30	39	38	12	23	39
"X5511"	37	28	32	39	38	11	24	39
"X5514"	39	30	32	38	39	12	24	41
"X5515"	41	31	32	39	41	12	22	42
"X5517"	40	31	32	38	40	12	24	41
"X5523"	34	27	30	37	36	10	23	35
"X5526"	39	29	31	38	40	11	24	41
"X5534"	39	29	32	38	39	11	23	40
"X5536"	37	29	32	39	39	12	24	39
"X5538"	36	28	29	35	39	11	24	39
"X5541"	38	29	30	40	37	11	23	40
"X5542"	38	29	31	36	34	12	24	40
"X5548"	36	28	31	35	35	11	23	37
"X555"	41	30	33	39	39	12	24	41
"X5550"	41	31	33	40	40	12	24	42
"X5551"	38	24	29	39	37	12	23	38
"X5553"	41	30	32	39	41	12	24	41
"X5558"	39	28	31	37	40	11	24	39
"X556"	39	30	33	40	39	12	24	42
"X5560"	40	31	33	40	39	12	24	42
"X5561"	36	30	31	37	40	12	24	38
"X5562"	36	27	31	37	36	11	23	38
"X5574"	41	31	33	40	39	12	24	42
"X5577"	38	30	32	36	39	10	22	37
"X5580"	37	29	32	40	38	11	23	40
"X5586"	37	27	31	38	38	10	22	36
"X5589"	39	29	31	39	40	12	21	38
"X5590"	37	28	31	38	39	12	23	40
"X5593"	34	30	31	35	34	12	23	37
"X5595"	39	29	32	39	39	12	24	41
"X5600"	37	31	31	39	37	12	24	42
"X5603"	41	30	32	40	41	12	24	42
"X5609"	41	31	33	40	40	12	24	42
"X5610"	40	31	32	40	41	12	24	41
"X5611"	41	30	33	39	40	12	24	42
"X5612"	40	31	33	40	39	12	24	42
"X5617"	39	31	32	38	40	12	24	41
"X5623"	34	31	30	36	34	11	24	38
"X563"	37	28	27	37	36	11	23	37
"X5632"	41	31	33	40	41	12	24	42
"X5636"	32	25	23	29	35	10	23	34
"X5637"	39	31	29	35	39	11	23	40
"X5638"	37	28	29	36	39	11	24	38
"X5639"	38	31	30	37	37	10	23	41
"X564"	37	27	32	34	40	12	24	38
"X5644"	41	31	33	40	41	12	24	42
"X5645"	36	28	30	39	37	10	23	38
"X5646"	38	29	32	39	37	12	23	36
"X5648"	38	28	31	37	40	11	24	39
"X5650"	37	26	32	39	38	12	23	40
"X5651"	37	27	26	38	36	10	24	36
"X5652"	41	31	32	40	41	12	24	42
"X5653"	38	30	30	36	41	12	21	39
"X5654"	36	28	28	39	34	11	23	38
"X5656"	37	30	31	37	36	12	23	38
"X5658"	38	27	29	37	36	11	24	37
"X5659"	39	30	32	39	41	12	24	42
"X566"	39	28	26	36	39	11	24	39
"X5665"	40	31	31	39	40	11	24	37
"X567"	39	31	30	40	39	11	24	37
"X5670"	35	30	29	37	39	11	23	38
"X5677"	36	28	30	40	35	12	23	39
"X5678"	35	27	31	35	39	11	24	38
"X568"	39	28	31	37	40	11	24	39
"X5680"	41	29	28	39	40	12	23	42
"X5681"	37	29	31	40	37	12	22	38
"X5686"	35	28	31	38	39	11	24	37
"X5689"	41	30	33	40	41	12	24	42
"X569"	41	31	33	40	41	12	24	42
"X5692"	41	30	32	39	40	12	24	42
"X5693"	36	29	32	36	39	12	23	38
"X5695"	34	31	31	40	38	12	24	41
"X5697"	37	29	32	39	39	12	23	38
"X5700"	41	31	33	40	41	12	24	42
"X5703"	41	29	33	39	41	12	24	41
"X5705"	39	30	32	40	41	12	23	41
"X5706"	41	31	33	40	41	12	24	42
"X5716"	40	31	33	40	41	12	24	42
"X5723"	34	30	31	36	34	11	24	38
"X5728"	38	28	31	37	40	11	24	39
"X5729"	39	30	32	35	38	12	24	41
"X5732"	41	31	33	39	41	12	24	42
"X5734"	30	27	27	32	35	10	20	31
"X5735"	37	28	31	37	39	10	23	41
"X5737"	39	30	32	38	38	12	23	41
"X5740"	40	30	32	38	39	12	22	40
"X5742"	40	31	32	40	41	12	23	42
"X5745"	40	31	33	40	41	12	24	42
"X5748"	39	28	31	37	38	11	24	37
"X5752"	41	31	32	40	40	12	24	42
"X5759"	39	31	32	40	41	12	24	42
"X576"	40	27	33	37	39	11	24	40
"X5762"	38	30	33	39	41	12	24	42
"X5763"	35	28	27	36	33	11	24	37
"X5767"	40	30	31	39	40	12	24	41
"X5770"	41	30	32	40	40	12	24	42
"X5771"	41	31	33	40	39	12	24	42
"X5772"	41	31	33	39	41	12	24	42
"X5774"	40	29	28	33	37	11	22	41
"X5776"	38	29	33	38	39	12	23	40
"X5780"	38	31	33	36	38	12	24	40
"X5782"	40	31	33	40	40	12	24	41
"X5784"	41	29	32	40	41	12	24	42
"X5786"	34	27	28	36	33	10	23	35
"X579"	34	28	31	36	37	11	24	39
"X5790"	41	31	33	40	40	12	24	42
"X5792"	38	30	33	39	39	12	24	41
"X5795"	41	30	33	40	41	12	24	42
"X5796"	40	31	32	39	41	12	24	42
"X5802"	37	28	31	36	39	12	24	40
"X5816"	38	29	30	38	39	12	24	39
"X5819"	36	30	29	35	40	11	24	42
"X5820"	39	31	31	40	39	12	24	42
"X5823"	35	29	30	36	36	11	23	37
"X5824"	37	27	29	36	38	11	24	36
"X5827"	37	31	33	40	36	12	24	42
"X5828"	38	28	31	37	40	11	24	39
"X5829"	41	31	33	40	41	12	24	42
"X5834"	37	30	32	38	40	12	24	42
"X584"	35	29	30	35	38	12	24	38
"X5844"	40	31	33	39	38	12	24	42
"X5846"	40	31	33	40	40	12	24	40
"X5847"	35	30	33	40	37	12	23	39
"X5849"	38	28	31	39	35	12	24	37
"X5850"	40	31	33	39	40	12	24	42
"X5851"	37	30	31	39	39	12	24	40
"X5861"	39	31	33	36	39	12	24	41
"X5863"	33	26	26	36	36	10	20	37
"X5864"	41	31	33	38	40	12	24	42
"X5866"	38	28	27	35	38	10	24	38
"X5871"	33	23	29	37	36	12	23	39
"X5873"	38	29	33	39	41	12	24	41
"X5879"	41	31	32	39	40	12	24	42
"X5882"	41	31	33	40	41	12	24	42
"X5885"	37	29	30	33	36	11	24	41
"X5887"	41	31	32	40	41	12	24	42
"X5889"	41	29	32	39	41	12	24	41
"X5894"	41	31	32	40	41	12	24	42
"X5898"	37	28	31	36	40	11	24	39
"X5900"	41	30	33	40	41	11	24	42
"X5903"	38	29	31	36	37	11	24	41
"X5908"	39	28	31	37	40	11	24	39
"X591"	40	30	32	38	40	12	23	41
"X5910"	41	31	33	40	41	12	24	42
"X5911"	40	31	32	39	40	11	24	40
"X5912"	38	28	31	38	37	12	24	35
"X5917"	40	31	32	38	40	12	24	41
"X592"	41	30	32	39	41	12	24	42
"X5920"	36	30	31	36	39	11	24	37
"X5924"	37	26	28	38	37	12	24	36
"X5926"	41	30	33	40	40	12	24	41
"X5932"	41	31	32	40	40	12	23	42
"X5933"	39	30	32	40	38	12	24	41
"X5937"	40	30	32	38	37	10	23	38
"X5938"	36	28	29	35	39	11	24	39
"X5941"	41	31	33	40	40	12	24	42
"X5943"	41	31	32	40	41	12	24	42
"X5946"	36	30	31	36	36	12	23	40
"X5947"	41	31	33	39	41	12	24	42
"X595"	40	30	33	40	40	12	24	42
"X5955"	41	31	33	40	40	12	24	41
"X5957"	37	29	33	36	36	11	22	34
"X5958"	34	27	31	37	37	10	24	39
"X5959"	40	31	33	39	41	12	24	42
"X5963"	36	29	26	37	38	12	24	38
"X597"	41	30	33	39	40	12	24	42
"X5975"	41	31	33	40	41	12	24	42
"X5980"	41	31	33	40	41	12	24	42
"X5981"	38	30	31	39	41	12	24	42
"X5984"	40	31	33	39	41	12	24	40
"X5985"	41	31	32	39	40	12	24	39
"X5987"	38	31	33	37	40	12	24	40
"X599"	40	31	33	40	41	12	24	42
"X5998"	39	27	30	37	39	10	24	38
"X6"	41	31	33	40	41	12	24	42
"X6008"	36	26	31	37	38	11	24	38
"X6010"	37	31	32	40	39	12	24	41
"X6013"	40	31	33	40	41	12	24	42
"X6015"	40	31	32	39	41	12	22	42
"X602"	41	30	33	39	41	12	24	42
"X6020"	40	30	30	36	40	11	24	40
"X6023"	35	27	30	37	34	12	23	33
"X6027"	41	31	33	40	41	12	24	41
"X6029"	40	31	33	39	41	12	23	41
"X603"	41	31	33	40	41	12	24	42
"X6033"	41	31	33	40	41	12	24	42
"X6037"	41	31	33	38	41	12	23	41
"X6039"	41	31	27	36	41	11	24	42
"X604"	39	31	32	40	40	12	24	40
"X6040"	39	31	33	40	41	12	24	39
"X6041"	40	29	31	39	40	12	24	40
"X6045"	36	26	27	33	38	11	23	38
"X6046"	34	28	31	34	37	11	23	36
"X6052"	41	31	33	40	41	12	24	42
"X6056"	41	31	33	40	40	12	24	42
"X6057"	40	30	32	38	41	12	23	41
"X6058"	39	28	31	37	40	11	24	39
"X6061"	41	31	33	40	41	12	24	42
"X6063"	37	28	29	38	39	12	24	39
"X6064"	41	31	33	40	41	12	23	41
"X6067"	38	29	32	39	41	11	24	39
"X607"	33	27	30	38	40	12	22	41
"X6070"	41	30	33	40	41	12	24	41
"X6071"	41	30	33	38	41	12	24	42
"X6073"	36	29	33	40	41	11	24	41
"X6075"	40	31	33	39	41	12	24	42
"X6084"	37	31	32	33	38	12	24	40
"X6087"	38	31	33	40	40	12	23	40
"X6089"	38	26	31	39	38	11	24	36
"X6093"	32	28	31	35	37	11	23	37
"X6094"	40	31	33	40	41	12	24	42
"X6098"	37	28	31	35	34	11	24	38
"X6099"	41	31	33	40	41	12	24	42
"X61"	41	31	33	40	41	12	24	42
"X610"	41	31	33	40	41	12	24	42
"X6104"	40	27	29	39	40	12	23	40
"X6107"	40	29	33	39	41	12	24	41
"X6109"	41	31	33	40	40	12	24	42
"X6110"	41	31	33	39	41	12	24	42
"X6111"	39	31	32	39	40	11	24	41
"X6113"	40	31	33	40	41	11	24	42
"X6115"	41	31	32	39	40	12	22	42
"X6116"	40	30	33	37	40	12	24	41
"X6117"	40	31	31	38	40	12	24	41
"X6118"	38	28	31	37	38	11	24	39
"X6119"	37	27	27	38	39	11	23	39
"X6120"	36	29	33	40	39	12	24	39
"X6128"	39	28	31	37	40	11	24	39
"X6130"	38	30	29	37	36	11	23	40
"X6135"	40	31	33	40	41	12	24	42
"X6136"	36	29	32	39	36	12	24	38
"X6139"	33	26	30	40	39	12	23	37
"X614"	41	31	33	40	41	12	24	42
"X6142"	40	29	27	38	38	11	23	39
"X6143"	39	30	31	37	40	12	24	42
"X6144"	40	29	28	38	38	12	23	38
"X6145"	39	31	33	34	38	11	24	40
"X6146"	40	31	33	40	40	12	24	41
"X615"	41	31	32	39	41	12	22	42
"X6150"	39	31	32	40	39	11	24	39
"X6151"	35	28	30	37	38	12	24	38
"X6153"	41	31	33	40	41	12	24	42
"X6159"	41	31	33	40	41	12	24	42
"X6161"	40	31	26	37	41	11	23	39
"X6166"	39	28	27	37	39	11	24	39
"X6168"	39	28	31	37	40	11	24	39
"X6172"	38	27	29	39	39	12	24	39
"X6180"	38	31	33	38	40	12	24	40
"X6182"	41	31	33	40	41	12	24	42
"X6183"	41	31	33	40	41	12	24	42
"X6187"	38	30	32	40	41	12	23	42
"X6188"	39	28	31	37	40	11	24	38
"X619"	38	30	31	40	39	12	24	39
"X6191"	41	31	31	40	41	12	24	42
"X6197"	41	31	31	40	41	12	24	42
